,GLOBALEVENTID,SQLDATE,SOURCEURL,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FullName,ActionGeo_CountryCode,company,industry,topic,sentiment,title
145,428111570,20150424,http://profit.ndtv.com/news/earnings/article-infosys-sees-fy16-revenue-rising-as-much-as-12-757870,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
146,428122717,20150424,http://forbesindia.com/article/special/infosys-acquires-usbased-kallidus-for-$120-million/40101/1,37.7749,-122.419,"San Francisco, California, United States",US,infosys,,,,
147,428125661,20150424,http://economictimes.indiatimes.com/opinion/interviews/infosys-guidance-a-sure-sign-that-they-mean-business-sarabjit-kour-nangra-angel-broking/articleshow/47039077.cms,,,,,infosys,,,,
148,428129368,20150424,http://www.pcworld.idg.com.au/article/573454/infosys-invests-cloud-health-monitoring-market/,20.0,77.0,India,IN,infosys,,,,
149,428129656,20150424,https://uk.news.yahoo.com/indias-infosys-gives-muted-earnings-120726018.html,52.5167,13.4,"Berlin, Berlin, Germany",GM,infosys,,,,
150,428130515,20150424,http://www.vccircle.com/news/technology/2015/04/24/infosys-buy-m-commerce-enabler-kallidus-120m-shares-skid-over-low-q4,38.0,-97.0,United States,US,infosys,,,,
151,428132817,20150424,http://www.europapress.es/comunicados/internacional/noticia-comunicado-infosys-nyse-infy-announces-results-for-the-quarter-and-year-ended-march-31-2015-20150424134940.html,20.0,77.0,India,IN,infosys,,,,
152,428132819,20150424,http://www.europapress.es/comunicados/internacional/noticia-comunicado-infosys-nyse-infy-announces-results-for-the-quarter-and-year-ended-march-31-2015-20150424134938.html,20.0,77.0,India,IN,infosys,,,,
153,428170634,20150424,http://www.proactiveinvestors.com/companies/news/61146/infosys-q4-revenue-trails-estimates-61146.html,42.1497,-74.9384,"New York, United States",US,infosys,,,,
154,428182086,20150424,http://profit.ndtv.com/news/corporates/article-infosys-invests-in-start-up-airviz-to-acquire-digital-commerce-firm-kallidus-757963,13.0833,80.2833,"Chennai, Tamil Nadu, India",IN,infosys,,,,
155,428184542,20150424,http://www.businessinsider.com/r-infosys-bets-on-new-services-to-push-sales-to-20-billion-by-2020-2015-4,12.9833,77.5833,"Bangalore, Karnataka, India",IN,infosys,,,,
156,428184543,20150424,http://www.reuters.com/article/2015/04/24/us-infosys-results-idUSKBN0NF1QZ20150424,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
157,428185687,20150424,http://kdal610.com/news/articles/2015/apr/24/infosys-bets-on-new-services-to-push-sales-to-20-billion-by-2020/,20.0,77.0,India,IN,infosys,,,,
158,428188111,20150424,http://www.business-standard.com/article/reuters/infosys-bets-on-new-services-to-push-sales-to-20-bln-by-2020-115042401088_1.html,38.0,-97.0,United States,US,infosys,,,,
159,428199913,20150424,http://forbesindia.com/article/special/infosys-predicts-fy16-revenue-growth-below-industry-projection-again/40105/1,38.0,-97.0,United States,US,infosys,,,,
160,428217102,20150424,http://www.deccanherald.com/content/473664/infosys-acquires-skava-120m.html,26.4667,80.35,"Kanpur, Uttar Pradesh, India",IN,infosys,,,,
161,428223343,20150424,http://www.thehindubusinessline.com/companies/kallidus-buy-to-give-infosys-presence-in-ecommerce-services/article7138524.ece,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
162,428264122,20150424,http://www.aninews.in/newsdetail7/story213251/infosys-expects-revenue-in-this-financial-year-to-rise-to-12-percent.html,13.0833,80.2833,"Chennai, Tamil Nadu, India",IN,infosys,,,,
163,428111932,20150424,http://www.dailymail.co.uk/tvshowbiz/article-3053524/Ajay-Rochester-reveals-overheard-people-mocking-bigger-size-Hollywood-auditions.html,-18.7833,143.883,"Beverly Hills, Queensland, Australia",AS,Roche,,,,
164,428057950,20150424,http://www.financialexpress.com/article/pharma/latest-updates/medecins-sans-frontieres-takes-to-social-media-to-pressurise-glaxosmithkline-pfizer-to-cut-price-of-flu-shot-2/66461/,18.975,72.8258,"Mumbai, Maharashtra, India",IN,pfizer,,,,
165,428105106,20150424,http://www.marketwatch.com/story/novartis-pharmaceuticals-corporation-is-first-company-to-receive-number-one-ranking-two-years-in-a-row-on-diversityinc-top-50-companies-for-diversity-list-2015-04-24,47.0,8.0,Switzerland,SZ,novartis,,,,
166,428105096,20150424,http://www.caughtoffside.com/2015/04/24/champions-league-semi-final-live-streaming-barcelona-and-bayern-munich-favourites/,45.6333,5.73333,"Paris, RhôAlpes, France",FR,bayer,,,,
167,428153684,20150424,http://www.techsonian.com/trending-penny-stocks-nissan-motor-nsany-bayerische-motoren-bamxy-japan-tob-japay-mtn-group-mtnoy/12466687/,36.0,138.0,Japan,JA,bayer,,,,
168,428057950,20150424,http://www.financialexpress.com/article/pharma/latest-updates/medecins-sans-frontieres-takes-to-social-media-to-pressurise-glaxosmithkline-pfizer-to-cut-price-of-flu-shot-2/66461/,18.975,72.8258,"Mumbai, Maharashtra, India",IN,glaxosmithkline,,,,
169,428357494,20150425,http://www.bostonglobe.com/lifestyle/food-dining/2015/04/24/ibm-computer-watson-cooks-new-recipe-ideas/IdAXwuHXR58MTjal3HEObJ/story.html,49.75,15.5,Czech Republic,EZ,ibm,,,,
170,428316010,20150425,http://www.deccanchronicle.com/150425/business-companies/article/infosys-bets-new-services-push-sales-20-billion-2020,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
171,428318474,20150425,https://en-maktoob.news.yahoo.com/infosys-bets-services-push-sales-20-bln-2020-025609512--finance.html,20.0,77.0,India,IN,infosys,,,,
172,428324079,20150425,http://zeenews.india.com/business/news/companies/infosys-bets-on-new-services-to-push-sales-to-20-bn-by-2020_124461.html,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
173,428329236,20150425,http://www.dnaindia.com/money/report-infosys-expects-revenue-in-this-financial-year-to-rise-to-12-2080536,20.0,77.0,India,IN,infosys,,,,
174,428334422,20150425,"http://www.cio.in/news/infosys-invests-in-cloud,-health-monitoring-market",20.0,77.0,India,IN,infosys,,,,
175,428355608,20150425,http://www.thehitavada.com/news-details/infosys-q4-net-up-mere-3-5-shares-plunge-6,13.0833,80.2833,"Chennai, Tamil Nadu, India",IN,infosys,,,,
176,428359639,20150425,http://telecom.economictimes.indiatimes.com/news/enterprise/enterprise-services/infosys-buys-digital-commerce-firm-kallidus-for-120-million/47048684,37.7749,-122.419,"San Francisco, California, United States",US,infosys,,,,
177,428369444,20150425,http://www.moneycontrol.com/news/buzzing-stocks/tepid-march-quarter-results-drag-tcs-infosys-wipro_1367690.html,20.0,77.0,India,IN,infosys,,,,
178,428452811,20150425,http://www.firstpost.com/business/novartis-patent-case-section-3d-of-indian-patent-act-explained-680596.html,13.0833,80.2833,"Madras, Tamil Nadu, India",IN,novartis,,,,
179,428367700,20150425,http://antiguaobserver.com/champions-league-barcelona-v-bayern-juventus-v-real-madrid/,52.25,21.0,"Warsaw, (PL67), Poland",PL,bayer,,,,
180,428462828,20150425,http://www.caughtoffside.com/2015/04/25/manchester-city-battle-bayern-munich-for-brazil-playmaker/,-10.0,-55.0,Brazil,BR,bayer,,,,
181,428507042,20150426,http://www.post-gazette.com/opinion/david-shribman/2015/04/26/David-M-Shribman-Clinton-and-the-special-interests/stories/201504260098,39.9523,-75.1638,"Philadelphia, Pennsylvania, United States",US,ibm,,,,
182,428554586,20150426,http://www.virtual-strategy.com/2015/04/26/infinite-scores-ibm-i-as400-migration-contract-government-brunei,4.5,114.667,Brunei,BX,ibm,,,,
183,428594586,20150426,http://www.businessinsurance.com/article/20150426/NEWS06/304269990/kathleen-m-ireland-revamped-ibms-global-auto-insurance-program-for,54.0,-2.0,United Kingdom,UK,ibm,,,,
184,428675928,20150427,http://next-generation-communications.tmcnet.com/topics/nextgen-voice/articles/402260-next-generation-communications-week-review-alcatel-lucent-accenture.htm,42.8333,12.8333,Italy,IT,accenture,,,,
185,428698810,20150427,http://www.marketwatch.com/story/accenture-expands-duck-creek-global-alliance-partner-program-as-deloitte-consulting-llp-becomes-newest-property-casualty-insurance-software-implementation-services-partner-2015-04-27,40.4417,-89.9462,"Duck Creek, Illinois, United States",US,accenture,,,,
186,428698810,20150427,http://www.marketwatch.com/story/accenture-expands-duck-creek-global-alliance-partner-program-as-deloitte-consulting-llp-becomes-newest-property-casualty-insurance-software-implementation-services-partner-2015-04-27,40.4417,-89.9462,"Duck Creek, Illinois, United States",US,deloitte,,,,
187,428751651,20150427,http://www.euronews.com/business-newswires/3010929-deloitte-names-ruth-markland-as-non-executive-director/,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,deloitte,,,,
188,428658518,20150427,http://www.salemnews.com/opinion/columns/shribman-clinton-and-the-special-interests/article_4f407e66-76f2-5d46-b0fc-0fe27929ffbb.html,42.2373,-71.5314,"Massachusetts, United States",US,ibm,,,,
189,428662759,20150427,http://montreal.ctvnews.ca/libman-beats-dery-for-conservative-nomination-in-mount-royal-1.2345333,45.5167,-73.65,"Mount Royal, Quebec, Canada",CA,ibm,,,,
190,428665346,20150427,http://montrealgazette.com/news/quebec/language-rights-activist-robert-libman-becomes-conservative-candidate-for-mount-royal,45.5167,-73.65,"Mount Royal, Quebec, Canada",CA,ibm,,,,
191,428667460,20150427,http://www.cjad.com/cjad-news/2015/04/26/libman-bests-dery-to-be-named-tory-candidate-in-mount-royal,45.5167,-73.65,"Mount Royal, Quebec, Canada",CA,ibm,,,,
192,428674982,20150427,http://www.zdnet.com/article/border-protection-hones-in-on-data-using-ibms-watson/,-34.8088,138.62,"University Of South Australia, South Australia, Australia",AS,ibm,,,,
193,428723839,20150427,"http://www.itnews.com.au/News/403202,immigration-signs-up-for-ibms-watson.aspx",-27.0,133.0,Australia,AS,ibm,,,,
194,428725039,20150427,http://www.businesstimes.com.sg/technology/cap-gemini-to-acquire-igate-for-us4-billion-to-challenge-ibm,45.6333,5.73333,"Paris, RhôAlpes, France",FR,ibm,,,,
195,428766849,20150427,http://www.gaystarnews.com/article/google-ibm-ford-and-mckinsey-attend-china%E2%80%99s-first-job-fair-aimed-gay-community270415,31.2222,121.458,"Shanghai, Shanghai, China",CH,ibm,,,,
196,428770126,20150427,http://www.forbes.com/sites/gregsatell/2015/04/27/move-over-amazn-ibm-now-rules-cloud-services/,50.4333,30.5167,"Kyiv, Kyyiv, Misto, Ukraine",UP,ibm,,,,
197,428781059,20150427,http://www.bizjournals.com/stlouis/morning_call/2015/04/missouri-suspends-ibm-state-incentive-following.html,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
198,428783132,20140427,http://wraltechwire.com/missouri-suspends-incentives-in-ibm-jobs-dispute-lesson-for-nc-/14607570/,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
199,428786597,20150427,http://www.jewishworldreview.com/david/shribman0427015.php3,39.9523,-75.1638,"Philadelphia, Pennsylvania, United States",US,ibm,,,,
200,428886998,20150427,http://seekingalpha.com/article/3106776-ibm-whats-the-2015-dividend-raise,,,,,ibm,,,,
201,428908414,20150427,http://kbia.org/post/ibm-sees-final-state-incentive-suspended,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
202,428704946,20150427,http://economictimes.indiatimes.com/markets/stocks/news/capgemini-to-acquire-igate-transaction-will-amount-to-4-04-billion/articleshow/47066159.cms,40.314,-74.5089,"New Jersey, United States",US,capgemini,,,,
203,428707021,20150427,http://www.marketwatch.com/story/capgemini-buys-igate-for-4-billion-2015-04-27-2485842,45.6333,5.73333,"Paris, RhôAlpes, France",FR,capgemini,,,,
204,428712166,20150427,http://www.rttnews.com/2487585/capgemini-group-q1-revenues-rise-to-buy-igate-in-4-0-bln-deal-quick-facts.aspx,38.0,-97.0,United States,US,capgemini,,,,
205,428724349,20150427,http://d24.in/capgemini-is-paying-4-billion-to-acquire-igate/,40.314,-74.5089,"New Jersey, United States",US,capgemini,,,,
206,428725314,20150427,http://www.business-standard.com/article/opinion/what-does-capgemini-s-acquisition-of-igate-mean-115042700271_1.html,46.0,2.0,France,FR,capgemini,,,,
207,428756902,20150427,http://www.moneycontrol.com/news/business/capgemini-igate-deal-what-it-means-for-other-indian-it-cos_1368661.html,40.314,-74.5089,"New Jersey, United States",US,capgemini,,,,
208,428812283,20150427,http://www.idahostatejournal.com/news/business/france-s-capgemini-to-buy-us-rival-igate-for-billion/article_c60d95e5-9a33-5855-adb0-48794bed285a.html,44.2394,-114.51,"Idaho, United States",US,capgemini,,,,
209,428858557,20150427,http://www.thehindubusinessline.com/features/smartbuy/tech-news/capgemini-to-buy-software-services-firm-igate-for-4-b/article7147533.ece,20.0,77.0,India,IN,capgemini,,,,
210,428873414,20150427,http://ww2.cfo.com/ma/2015/04/capgemini-spends-4b-acquire-igate/,46.0,2.0,France,FR,capgemini,,,,
211,428873817,20150427,http://latino.foxnews.com/latino/news/2015/04/27/france-capgemini-to-buy-igate-for-4-bn/,40.314,-74.5089,"New Jersey, United States",US,capgemini,,,,
212,428892666,20150427,http://economictimes.indiatimes.com/tech/ites/ashok-vemuri-to-pocket-19-7-million-in-capgeminis-acquisition-of-igate/articleshow/47076259.cms,36.17,-119.746,"California, United States",US,capgemini,,,,
213,428912613,20150427,http://www.crn.com/news/channel-programs/300076645/capgemini-ceo-igate-best-option-to-push-into-u-s-market-others-unstable.htm,38.0,-97.0,United States,US,capgemini,,,,
214,428646691,20150427,http://economictimes.indiatimes.com/tech/ites/infosys-hires-yusuf-bashir-to-oversee-500-million-innovation-fund/articleshow/47064636.cms,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
215,428685246,20150427,http://blogs.barrons.com/asiastocks/2015/04/26/infosys-poor-quarter-and-optimistic-guidance-street-bulls-cut-targets/,18.975,72.8258,"Mumbai, Maharashtra, India",IN,infosys,,,,
216,428690153,20150427,http://money.livemint.com/news/market/equity/stock-alerts/ril-usl-infosys-and-jspl-to-see-some-action-today-370930.aspx,21.9,83.4,"Raigarh, Chhattisgarh, India",IN,infosys,,,,
217,428714814,20150427,http://profit.ndtv.com/news/life-and-careers/article-infosys-reduces-variable-salary-to-compensate-for-weak-q4-758424,20.0,77.0,India,IN,infosys,,,,
218,428732424,20150427,http://mis-asia.com/tech/cloud-computing/infosys-invests-in-cloud-health-monitoring-market/,20.0,77.0,India,IN,infosys,,,,
219,428741912,20150427,http://www.cxotoday.com/story/3-ways-infosys-can-hit-20-bn-by-2020/,,,,,infosys,,,,
220,428882400,20150427,http://www.bizjournals.com/sanfrancisco/blog/2015/04/skava-infosys-e-commerce-kallidus-arish-ali.html,20.0,77.0,India,IN,infosys,,,,
221,428756755,20150427,http://www.4-traders.com/ROCHE-HOLDING-LTD-9364975/news/In-Fight-Against-Alzheimers-Roche-Trial-in-Colombia-Is-Ground-Zero-20262056/,2.74193,-75.5674,"Retiro, Departamento del Huila, Colombia",CO,Roche,,,,
222,428803274,20150427,http://www.greenfieldreporter.com/view/story/2cbb800403fd4284b7ec1ba4bc9a436a/NY--Rochester-Officer-Shot-Trial,43.1501,-77.6831,"Monroe County, New York, United States",US,Roche,,,,
223,428864525,20150427,http://www.4-traders.com/NIPPON-SHARYO-LTD-6493700/news/NIPPON-SHARYO--OSHA-fines-Rochelle-rail-car-manufacturer-19550-20265611/,41.85,-87.6501,"Chicago, Illinois, United States",US,Roche,,,,
224,428885432,20150427,http://www.4-traders.com/ROCHE-HOLDING-LTD-BEARE-68997/news/Roche-Bearer-Share--chardonnay-named-best-of-the-best-at-North-Coast-Wine-Challenge-20265860/,39.0866,-123.479,"Anderson Valley, California, United States",US,Roche,,,,
225,428689422,20150427,http://www.marketwatch.com/story/frost-sullivan-recognizes-pfizer-as-csr-company-of-the-year-in-community-health-2015-04-27,3.16667,101.7,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,pfizer,,,,
226,428753379,20150427,http://www.bidnessetc.com/41012-pfizer-inc-pfe-rumored-to-be-eyeing-british-giant-glaxosmithkline-plc-adr/,62.0,15.0,Sweden,SW,pfizer,,,,
227,428793934,20150427,http://www.marketwatch.com/story/china-jo-jo-drugstore-signed-a-new-sales-incentive-agreement-with-wyeth-pharmaceutical-a-subsidiary-of-pfizer-2015-04-27,19.7719,110.407,"Jiuzhou, Hainan, China",CH,pfizer,,,,
228,428842195,20150427,http://www.shannonside.ie/news/thlone-town-announced-as-pfizer-irish-times-healthy-town-2015/,53.4333,-7.95,"Athlone, Westmeath, Ireland",EI,pfizer,,,,
229,428849484,20150427,http://www.forbes.com/sites/stockoptionschannel/2015/04/27/interesting-december-stock-options-for-pfizer-3/,,,,,pfizer,,,,
230,428790767,20150427,http://www.financialexpress.com/article/pharma/latest-updates/novartis-india-announces-next-edition-of-biocamp/67342/,17.3753,78.4744,"Hyderabad, Andhra Pradesh, India",IN,novartis,,,,
231,428835197,20150427,http://www.business-standard.com/article/pti-stories/ready-to-pay-reasonable-royalty-to-novartis-ag-cipla-to-hc-115042700938_1.html,28.6667,77.2167,"Delhi, Delhi, India",IN,novartis,,,,
232,428897221,20150427,http://www.inquisitr.com/2041838/novartis-4cmenb-meningococcal-vaccine-wanes-by-kindergarten-age-in-clinical-trial/,60.0,-95.0,Canada,CA,novartis,,,,
233,428685500,20150427,http://www.afr.com/business/berocca-maker-bayer-says-strong-brands-stop-woolworths-coles-power-hangover-20150427-1mtydh,-27.0,133.0,Australia,AS,bayer,,,,
234,428900297,20150427,http://southeastfarmpress.com/management/bayer-announces-healthy-hives-2020,38.0,-97.0,United States,US,bayer,,,,
235,428740880,20150427,http://www.fool.co.uk/investing/2015/04/27/do-green-shoots-at-astrazeneca-plc-herald-spring-growth-at-glaxosmithkline-plc/,35.0,105.0,China,CH,glaxosmithkline,,,,
236,428753379,20150427,http://www.bidnessetc.com/41012-pfizer-inc-pfe-rumored-to-be-eyeing-british-giant-glaxosmithkline-plc-adr/,62.0,15.0,Sweden,SW,glaxosmithkline,,,,
237,428986585,20150428,http://www.itwire.com/opinion-and-analysis/the-wired-cio/67826-rio-tinto-partners-with-accenture-for-global-cloud-migration,-33.8833,151.217,"Sydney, New South Wales, Australia",AS,accenture,,,,
238,429023894,20150428,http://www.finchannel.com/index.php/technology/item/43234-accenture-and-entreculturas-equip-95-000-youth-across-latin-america-with-workplace-skills,40.0,-4.0,Spain,SP,accenture,,,,
239,429114430,20150428,http://www.canadianmanufacturing.com/manufacturing/deloitte-canadian-businesses-woefully-unprepared-for-pending-technology-wave-147449/,43.6667,-79.4167,"Toronto, Ontario, Canada",CA,deloitte,,,,
240,428930983,20150428,http://www.columbiamissourian.com/a/188177/updated-ibm-suspended-from-build-incentives-for-low-employment/,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
241,428931194,20150428,http://www.komu.com/news/ibm-denies-the-state-has-suspended-incentives-after-layoffs/,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
242,428939318,20150428,http://www.cbc.ca/news/canada/montreal/robert-libman-anthony-housefather-face-off-in-federal-riding-of-mount-royal-1.3051333,45.5,-73.5833,"Montreal, Quebec, Canada",CA,ibm,,,,
243,428960389,20150428,http://www.ibm.com/smarterplanet/us/en/oil_exploration/ideas/,,,,,ibm,,,,
244,428981678,20150428,http://www.toledoblade.com/David-Shribman/2015/04/28/Hillary-Clinton-faces-special-interests.html,42.0046,-93.214,"Iowa, United States",US,ibm,,,,
245,428988295,20150428,http://www.komu.com/news/ibm-employment-numbers-reveal-broken-promise-to-columbia-state/,38.4623,-92.302,"Missouri, United States",US,ibm,,,,
246,429049137,20150428,http://wallstreetpr.com/australias-immigration-and-border-protection-adopts-international-business-machines-corp-nyseibms-watson-35210,-34.8088,138.62,"University Of South Australia, South Australia, Australia",AS,ibm,,,,
247,429134205,20150428,http://seekingalpha.com/article/3110506-ibm-announces-large-dividend-raise,,,,,ibm,,,,
248,429228768,20150428,http://www.theregister.co.uk/2015/04/28/ibm_were_the_reassuringly_expensive_cloud/,36.0,138.0,Japan,JA,ibm,,,,
249,428989436,20150428,http://telecom.economictimes.indiatimes.com/news/enterprise/enterprise-services/ashok-vemuri-set-to-pocket-19-7-million-in-capgeminis-acquisition-of-igate/47078559,36.17,-119.746,"California, United States",US,capgemini,,,,
250,429018006,20150428,http://profit.ndtv.com/news/corporates/article-igate-capgemini-deal-what-it-means-for-tcs-infosys-758764,38.0,-97.0,United States,US,capgemini,,,,
251,429093424,20150428,http://www.dnaindia.com/money/report-american-law-firm-says-capgemini-igate-sale-price-too-low-investigating-breach-of-duty-2081489,38.0,-97.0,United States,US,capgemini,,,,
252,429117444,20150428,http://www.moneyflowindex.org/capgemini-to-acquire-igate-corp-for-4billion/34562/,38.0,-97.0,United States,US,capgemini,,,,
253,428935527,20150428,http://thevarguy.com/information-technology-merger-and-acquistion-news/042715/infosys-pays-120-million-kallidus-digital-e-commer,20.0,77.0,India,IN,infosys,,,,
254,428961621,20150428,http://articles.economictimes.indiatimes.com/2015-04-24/news/61493538_1_incubator-major-infosys-early-stage-companies,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
255,428981214,20150428,http://money.livemint.com/news/market/equity/stock-alerts/infosys-coal-india-and-shree-cement-to-see-some-action-today-371080.aspx,29.3889,76.9681,"Panipat, Haryana, India",IN,infosys,,,,
256,428981215,20150428,http://money.livemint.com/news/company/news/infosys-bags-a-multi-year-contract-from-house-of-fraser--371078.aspx,35.0,105.0,China,CH,infosys,,,,
257,428993721,20150428,http://www.indiainfoline.com/article/research-leader-speak/vishal-sikka-chief-executive-officer-managing-director-infosys-ltd-115042800358_1.html,38.0,-97.0,United States,US,infosys,,,,
258,428998200,20150428,http://www.firstpost.com/business/consolidating-heres-tcs-infosys-didnt-buy-igate-2216226.html,28.6667,77.2167,"Delhi, Delhi, India",IN,infosys,,,,
259,429013690,20150428,http://economictimes.indiatimes.com/small-biz/startups/incubator-set-up-by-infosys-co-founders-to-fund-sellerworx/articleshow/47079962.cms,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
260,429018006,20150428,http://profit.ndtv.com/news/corporates/article-igate-capgemini-deal-what-it-means-for-tcs-infosys-758764,38.0,-97.0,United States,US,infosys,,,,
261,429035750,20150428,http://www.fluther.com/users/smartinfosystems/,54.0,-2.0,United Kingdom,UK,infosys,,,,
262,429088281,20150428,http://www.techsonian.com/bearish-runners-transocean-rig-infosys-infy-nrg-energy-nrg-d-r-horton-dhi/12469286/,38.8951,-77.0364,"Washington, District of Columbia, United States",US,infosys,,,,
263,429103133,20150428,http://www.computerworlduk.com/news/it-business/3609731/house-of-fraser-brings-in-infosys-to-transform-it/,35.0,105.0,China,CH,infosys,,,,
264,428935306,20150428,http://www.wptz.com/news/medical-marijuana-businesses-eye-former-pfizer-facility/32604526,44.6995,-73.4529,"Plattsburgh, New York, United States",US,pfizer,,,,
265,429071471,20150428,http://www.marketwatch.com/story/pfizer-trims-outlook-on-strong-dollar-2015-04-28,,,,,pfizer,,,,
266,429092134,20150428,http://finchannel.com/index.php/component/k2/item/43278-pfizer-trims-outlook-on-stronger-dollar,38.0,-97.0,United States,US,pfizer,,,,
267,429150177,20150428,http://www.nasdaq.com/article/hospira-set-to-be-acquired-by-pfizer-beats-on-q1-earnings-analyst-blog-cm470307,,,,,pfizer,,,,
268,429163526,20150428,http://www.roanoke.com/news/wire_headlines/pfizer-despite-dollar-and-generics-fight-still-impresses/article_f0a8402a-8348-525c-bd25-b7ec8fb15c00.html,42.1497,-74.9384,"New York, United States",US,pfizer,,,,
269,429210308,20150428,http://www.jdsupra.com/legalnews/novartis-pharms-corp-v-mylan-inc-31648/,39.3498,-75.5148,"Delaware, United States",US,novartis,,,,
270,429204343,20150428,http://www.goal.com/en-sg/news/4010/germany/2015/04/29/11230362/breaking-news-robben-limps-off-out-of-bayern-clash,52.5,5.75,Netherlands,NL,bayer,,,,
271,429213352,20150428,https://in.news.yahoo.com/dortmund-stun-bayern-penalties-dash-treble-hopes-213516394--sow.html,-1.0,11.75,Gabon,GB,bayer,,,,
272,429062588,20150428,http://www.opportunitiesforafricans.com/2015-glaxosmithkline-gsk-kenya-graduate-future-leaders-programme/,-1.28333,36.8167,"Nairobi, Nairobi Area, Kenya",KE,glaxosmithkline,,,,
273,429322491,20150429,http://www.marketwatch.com/story/statnett-selects-accenture-to-centralise-norways-electricity-market-data-to-improve-efficiency-and-transparency-2015-04-29,62.0,15.0,Sweden,SW,accenture,,,,
274,429409287,20150429,http://www.marketwatch.com/story/critical-alerts-for-bank-of-america-under-armour-windstream-honda-and-accenture-released-by-investorsobserver-2015-04-29,41.85,-87.6501,"Chicago, Illinois, United States",US,accenture,,,,
275,429438091,20150429,http://palo-negro-blog.blogspot.com/2015/04/accenture-and-entreculturas-equip-95000.html,38.0,-97.0,United States,US,accenture,,,,
276,429481746,20150429,http://jutiagroup.com/20150429-stock-update-nyseacn-statnett-selects-accenture-to-centralise-norways-electricity-market-data-to-improve-efficiency-and-transparency/,62.0,10.0,Norway,NO,accenture,,,,
277,429529074,20150429,http://www.virtual-strategy.com/2015/04/29/accenture-and-top-banks-asia-call-applicants-fintech-innovation-lab-asia-pacific-2015,53.3331,-6.24889,"Dublin, Dublin, Ireland",EI,accenture,,,,
278,429529075,20150429,http://www.finances.com/company-news/90235-accenture-and-top-banks-in-asia-call-for-applicants-for-fintech-innovation-lab-asia-pacific-2015.htm,22.25,114.167,Hong Kong,HK,accenture,,,,
279,429531277,20140429,http://www.stockhouse.com/news/press-releases/2015/04/29/accenture-and-top-banks-in-asia-call-for-applicants-for-fintech-innovation-lab,22.25,114.167,Hong Kong,HK,accenture,,,,
280,429273690,20150429,http://thechronicleherald.ca/business/1283241-canadian-firms-ill-prepared-for-tech-advances-deloitte,43.6667,-79.4167,"Toronto, Ontario, Canada",CA,deloitte,,,,
281,429388486,20150429,http://cointelegraph.com/news/114110/bitcoin-startup-wins-deloitte-tech-competition-coinbase-comes-to-the-uk,10.0,8.0,Nigeria,NI,deloitte,,,,
282,429291992,20150429,http://www.daily-chronicle.com/2015/04/28/vermont-sen-bernie-sanders-to-run-for-president/a4hibm8/,42.0046,-93.214,"Iowa, United States",US,ibm,,,,
283,429324575,20150429,https://www.businessreport.com/business/stephanie-riegel-ibm-follows-conscience-marriage-bill,31.1801,-91.8749,"Louisiana, United States",US,ibm,,,,
284,429333091,20150429,http://www.govcon.com/doc/infinite-scores-ibm-migration-contract-government-brunei-0001,4.5,114.667,Brunei,BX,ibm,,,,
285,429352438,20150429,http://www.albawaba.com/business/pr/ibm-expands-presence-middle-east-kuwait-office-688280,29.3375,47.6581,Kuwait,KU,ibm,,,,
286,429423267,20150429,http://therealdeal.com/blog/2015/04/29/minskoffs-51-astor-fully-leased-after-ibm-expands/,42.1497,-74.9384,"New York, United States",US,ibm,,,,
287,429441173,20140429,http://www.cloudcomputing-news.net/news/2015/apr/29/gartners-first-draas-magic-quadrant-sees-ibm-ntt-sungard-summit/,54.0,-2.0,United Kingdom,UK,ibm,,,,
288,429455376,20140429,http://www.tennessean.com/story/money/industries/music/2015/04/29/ibma-names-new-executive-director/26569055/,39.0724,-76.7902,"Maryland, United States",US,ibm,,,,
289,429501074,20150429,http://jutiagroup.com/20150429-market-update-international-business-machines-corporation-nyseibm-mariinsky-theatre-spurs-digital-transformation-with-ibm-cloud/,42.0584,-73.9093,"Tivoli, New York, United States",US,ibm,,,,
290,429507980,20150429,http://blogs.wsj.com/cio/2015/04/29/ibm-cio-pushes-leadership-down-the-ladder/,-27.0,133.0,Australia,AS,ibm,,,,
291,429521009,20150429,http://www.technologyreview.com/news/537041/ibm-shows-off-a-quantum-computing-chip/,43.4667,-80.5333,"Waterloo, Ontario, Canada",CA,ibm,,,,
292,429521058,20150429,http://digital.vpr.net/post/ahead-ibm-job-fair-shumlin-affirms-globalfoundries-commitment-vermont,44.0407,-72.7093,"Vermont, United States",US,ibm,,,,
